questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT93-S1-Q01,deepseek/deepseek-r1,minimal,1,D,D,true,5244,
PT93-S1-Q01,deepseek/deepseek-r1,minimal,2,D,D,true,1633,
PT93-S1-Q01,deepseek/deepseek-r1,minimal,3,D,D,true,1305,
PT93-S1-Q02,deepseek/deepseek-r1,minimal,1,E,E,true,2097,
PT93-S1-Q02,deepseek/deepseek-r1,minimal,2,E,E,true,1230,
PT93-S1-Q02,deepseek/deepseek-r1,minimal,3,E,E,true,1315,
PT93-S1-Q03,deepseek/deepseek-r1,minimal,1,A,D,false,1864,
PT93-S1-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1869,
PT93-S1-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1286,
PT93-S1-Q04,deepseek/deepseek-r1,minimal,1,D,D,true,1893,
PT93-S1-Q04,deepseek/deepseek-r1,minimal,2,D,D,true,1309,
PT93-S1-Q04,deepseek/deepseek-r1,minimal,3,D,D,true,1398,
PT93-S1-Q05,deepseek/deepseek-r1,minimal,1,B,B,true,1393,
PT93-S1-Q05,deepseek/deepseek-r1,minimal,2,B,B,true,1444,
PT93-S1-Q05,deepseek/deepseek-r1,minimal,3,B,B,true,1346,
PT93-S1-Q06,deepseek/deepseek-r1,minimal,1,A,A,true,1655,
PT93-S1-Q06,deepseek/deepseek-r1,minimal,2,A,A,true,1318,
PT93-S1-Q06,deepseek/deepseek-r1,minimal,3,A,A,true,1502,
PT93-S1-Q07,deepseek/deepseek-r1,minimal,1,E,E,true,1504,
PT93-S1-Q07,deepseek/deepseek-r1,minimal,2,E,E,true,1499,
PT93-S1-Q07,deepseek/deepseek-r1,minimal,3,E,E,true,1375,
PT93-S1-Q08,deepseek/deepseek-r1,minimal,1,A,A,true,1413,
PT93-S1-Q08,deepseek/deepseek-r1,minimal,2,A,A,true,1096,
PT93-S1-Q08,deepseek/deepseek-r1,minimal,3,A,A,true,1563,
PT93-S1-Q09,deepseek/deepseek-r1,minimal,1,D,D,true,1480,
PT93-S1-Q09,deepseek/deepseek-r1,minimal,2,D,D,true,1172,
PT93-S1-Q09,deepseek/deepseek-r1,minimal,3,D,D,true,1237,
PT93-S1-Q10,deepseek/deepseek-r1,minimal,1,C,C,true,1422,
PT93-S1-Q10,deepseek/deepseek-r1,minimal,2,C,C,true,1420,
PT93-S1-Q10,deepseek/deepseek-r1,minimal,3,C,C,true,1505,
PT93-S1-Q11,deepseek/deepseek-r1,minimal,1,A,A,true,2054,
PT93-S1-Q11,deepseek/deepseek-r1,minimal,2,A,A,true,1570,
PT93-S1-Q11,deepseek/deepseek-r1,minimal,3,A,A,true,1215,
PT93-S1-Q12,deepseek/deepseek-r1,minimal,1,C,C,true,1341,
PT93-S1-Q12,deepseek/deepseek-r1,minimal,2,C,C,true,1299,
PT93-S1-Q12,deepseek/deepseek-r1,minimal,3,C,C,true,1978,
PT93-S1-Q13,deepseek/deepseek-r1,minimal,1,C,C,true,1422,
PT93-S1-Q13,deepseek/deepseek-r1,minimal,2,C,C,true,1227,
PT93-S1-Q13,deepseek/deepseek-r1,minimal,3,C,C,true,2772,
PT93-S1-Q14,deepseek/deepseek-r1,minimal,1,B,B,true,1559,
PT93-S1-Q14,deepseek/deepseek-r1,minimal,2,B,B,true,1788,
PT93-S1-Q14,deepseek/deepseek-r1,minimal,3,B,B,true,1672,
PT93-S1-Q15,deepseek/deepseek-r1,minimal,1,D,D,true,1470,
PT93-S1-Q15,deepseek/deepseek-r1,minimal,2,D,D,true,1757,
PT93-S1-Q15,deepseek/deepseek-r1,minimal,3,D,D,true,1669,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,1,B,B,true,1252,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,2,B,B,true,1510,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,3,B,B,true,1681,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,1,E,E,true,1622,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,2,E,E,true,1307,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,3,E,E,true,1452,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,1,B,B,true,1447,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,2,B,B,true,1567,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,3,B,B,true,1845,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,1,A,A,true,2086,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,2,A,A,true,2070,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,3,A,A,true,1456,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,1,B,B,true,1983,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,2,B,B,true,1724,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,3,B,B,true,1160,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,1,C,C,true,1376,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,2,C,C,true,1368,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,3,C,C,true,1318,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,1,C,D,false,1150,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,2,C,D,false,1275,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,3,C,D,false,1386,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,1,C,C,true,1768,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,2,C,C,true,1435,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,3,C,C,true,2458,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,1,B,B,true,1888,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,2,B,B,true,1516,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,3,B,B,true,1316,
PT93-S2-Q01,deepseek/deepseek-r1,minimal,1,B,B,true,1519,
PT93-S2-Q01,deepseek/deepseek-r1,minimal,2,B,B,true,1634,
PT93-S2-Q01,deepseek/deepseek-r1,minimal,3,B,B,true,1770,
PT93-S2-Q02,deepseek/deepseek-r1,minimal,1,B,B,true,1652,
PT93-S2-Q02,deepseek/deepseek-r1,minimal,2,B,B,true,1255,
PT93-S2-Q02,deepseek/deepseek-r1,minimal,3,B,B,true,1641,
PT93-S2-Q03,deepseek/deepseek-r1,minimal,1,A,A,true,1281,
PT93-S2-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1813,
PT93-S2-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1722,
PT93-S2-Q04,deepseek/deepseek-r1,minimal,1,C,C,true,1508,
PT93-S2-Q04,deepseek/deepseek-r1,minimal,2,C,C,true,1601,
PT93-S2-Q04,deepseek/deepseek-r1,minimal,3,C,C,true,1543,
PT93-S2-Q05,deepseek/deepseek-r1,minimal,1,A,A,true,1294,
PT93-S2-Q05,deepseek/deepseek-r1,minimal,2,A,A,true,1269,
PT93-S2-Q05,deepseek/deepseek-r1,minimal,3,A,A,true,1554,
PT93-S2-Q06,deepseek/deepseek-r1,minimal,1,D,D,true,1391,
PT93-S2-Q06,deepseek/deepseek-r1,minimal,2,D,D,true,1504,
PT93-S2-Q06,deepseek/deepseek-r1,minimal,3,D,D,true,1335,
PT93-S2-Q07,deepseek/deepseek-r1,minimal,1,C,C,true,1681,
PT93-S2-Q07,deepseek/deepseek-r1,minimal,2,C,C,true,1167,
PT93-S2-Q07,deepseek/deepseek-r1,minimal,3,C,C,true,1293,
PT93-S2-Q08,deepseek/deepseek-r1,minimal,1,A,A,true,1400,
PT93-S2-Q08,deepseek/deepseek-r1,minimal,2,A,A,true,1556,
PT93-S2-Q08,deepseek/deepseek-r1,minimal,3,A,A,true,1233,
PT93-S2-Q09,deepseek/deepseek-r1,minimal,1,B,B,true,1261,
PT93-S2-Q09,deepseek/deepseek-r1,minimal,2,B,B,true,1469,
PT93-S2-Q09,deepseek/deepseek-r1,minimal,3,B,B,true,1190,
PT93-S2-Q10,deepseek/deepseek-r1,minimal,1,C,C,true,1266,
PT93-S2-Q10,deepseek/deepseek-r1,minimal,2,C,C,true,1060,
PT93-S2-Q10,deepseek/deepseek-r1,minimal,3,C,C,true,1365,
PT93-S2-Q11,deepseek/deepseek-r1,minimal,1,A,A,true,1988,
PT93-S2-Q11,deepseek/deepseek-r1,minimal,2,A,A,true,1273,
PT93-S2-Q11,deepseek/deepseek-r1,minimal,3,A,A,true,1685,
PT93-S2-Q12,deepseek/deepseek-r1,minimal,1,D,E,false,1632,
PT93-S2-Q12,deepseek/deepseek-r1,minimal,2,D,E,false,1977,
PT93-S2-Q12,deepseek/deepseek-r1,minimal,3,D,E,false,1228,
PT93-S2-Q13,deepseek/deepseek-r1,minimal,1,A,A,true,1776,
PT93-S2-Q13,deepseek/deepseek-r1,minimal,2,A,A,true,1507,
PT93-S2-Q13,deepseek/deepseek-r1,minimal,3,A,A,true,1215,
PT93-S2-Q14,deepseek/deepseek-r1,minimal,1,D,D,true,1128,
PT93-S2-Q14,deepseek/deepseek-r1,minimal,2,D,D,true,2017,
PT93-S2-Q14,deepseek/deepseek-r1,minimal,3,D,D,true,1588,
PT93-S2-Q15,deepseek/deepseek-r1,minimal,1,C,C,true,1266,
PT93-S2-Q15,deepseek/deepseek-r1,minimal,2,C,C,true,1290,
PT93-S2-Q15,deepseek/deepseek-r1,minimal,3,C,C,true,1436,
PT93-S2-Q16,deepseek/deepseek-r1,minimal,1,C,C,true,1524,
PT93-S2-Q16,deepseek/deepseek-r1,minimal,2,C,C,true,1634,
PT93-S2-Q16,deepseek/deepseek-r1,minimal,3,C,C,true,2656,
PT93-S2-Q17,deepseek/deepseek-r1,minimal,1,B,C,false,1553,
PT93-S2-Q17,deepseek/deepseek-r1,minimal,2,B,C,false,1376,
PT93-S2-Q17,deepseek/deepseek-r1,minimal,3,B,,false,0,terminated
PT93-S2-Q18,deepseek/deepseek-r1,minimal,1,C,D,false,4128,
PT93-S2-Q18,deepseek/deepseek-r1,minimal,2,C,D,false,1213,
PT93-S2-Q18,deepseek/deepseek-r1,minimal,3,C,D,false,2490,
PT93-S2-Q19,deepseek/deepseek-r1,minimal,1,B,B,true,2039,
PT93-S2-Q19,deepseek/deepseek-r1,minimal,2,B,B,true,1265,
PT93-S2-Q19,deepseek/deepseek-r1,minimal,3,B,B,true,1471,
PT93-S2-Q20,deepseek/deepseek-r1,minimal,1,C,C,true,1406,
PT93-S2-Q20,deepseek/deepseek-r1,minimal,2,C,C,true,1745,
PT93-S2-Q20,deepseek/deepseek-r1,minimal,3,C,C,true,1290,
PT93-S2-Q21,deepseek/deepseek-r1,minimal,1,E,E,true,1605,
PT93-S2-Q21,deepseek/deepseek-r1,minimal,2,E,E,true,1273,
PT93-S2-Q21,deepseek/deepseek-r1,minimal,3,E,E,true,1351,
PT93-S2-Q22,deepseek/deepseek-r1,minimal,1,C,E,false,1895,
PT93-S2-Q22,deepseek/deepseek-r1,minimal,2,C,E,false,1738,
PT93-S2-Q22,deepseek/deepseek-r1,minimal,3,C,A,false,1316,
PT93-S2-Q23,deepseek/deepseek-r1,minimal,1,C,C,true,2136,
PT93-S2-Q23,deepseek/deepseek-r1,minimal,2,C,C,true,1204,
PT93-S2-Q23,deepseek/deepseek-r1,minimal,3,C,C,true,1139,
PT93-S2-Q24,deepseek/deepseek-r1,minimal,1,E,C,false,1798,
PT93-S2-Q24,deepseek/deepseek-r1,minimal,2,E,,false,0,terminated
PT93-S2-Q24,deepseek/deepseek-r1,minimal,3,E,C,false,4539,
PT93-S2-Q25,deepseek/deepseek-r1,minimal,1,E,E,true,1877,
PT93-S2-Q25,deepseek/deepseek-r1,minimal,2,E,E,true,1399,
PT93-S2-Q25,deepseek/deepseek-r1,minimal,3,E,E,true,1500,
PT93-S3-Q01,deepseek/deepseek-r1,minimal,1,B,B,true,1668,
PT93-S3-Q01,deepseek/deepseek-r1,minimal,2,B,B,true,1030,
PT93-S3-Q01,deepseek/deepseek-r1,minimal,3,B,B,true,1104,
PT93-S3-Q02,deepseek/deepseek-r1,minimal,1,B,B,true,1226,
PT93-S3-Q02,deepseek/deepseek-r1,minimal,2,B,B,true,1648,
PT93-S3-Q02,deepseek/deepseek-r1,minimal,3,B,,false,0,terminated
PT93-S3-Q03,deepseek/deepseek-r1,minimal,1,D,D,true,5356,
PT93-S3-Q03,deepseek/deepseek-r1,minimal,2,D,D,true,1266,
PT93-S3-Q03,deepseek/deepseek-r1,minimal,3,D,D,true,1696,
PT93-S3-Q04,deepseek/deepseek-r1,minimal,1,C,C,true,1522,
PT93-S3-Q04,deepseek/deepseek-r1,minimal,2,C,C,true,1512,
PT93-S3-Q04,deepseek/deepseek-r1,minimal,3,C,C,true,1233,
PT93-S3-Q05,deepseek/deepseek-r1,minimal,1,C,C,true,1169,
PT93-S3-Q05,deepseek/deepseek-r1,minimal,2,C,C,true,1202,
PT93-S3-Q05,deepseek/deepseek-r1,minimal,3,C,C,true,1372,
PT93-S3-Q06,deepseek/deepseek-r1,minimal,1,E,E,true,1528,
PT93-S3-Q06,deepseek/deepseek-r1,minimal,2,E,E,true,1449,
PT93-S3-Q06,deepseek/deepseek-r1,minimal,3,E,E,true,1419,
PT93-S3-Q07,deepseek/deepseek-r1,minimal,1,E,E,true,1088,
PT93-S3-Q07,deepseek/deepseek-r1,minimal,2,E,E,true,1625,
PT93-S3-Q07,deepseek/deepseek-r1,minimal,3,E,E,true,1298,
PT93-S3-Q08,deepseek/deepseek-r1,minimal,1,E,E,true,1427,
PT93-S3-Q08,deepseek/deepseek-r1,minimal,2,E,E,true,1307,
PT93-S3-Q08,deepseek/deepseek-r1,minimal,3,E,,false,0,terminated
PT93-S3-Q09,deepseek/deepseek-r1,minimal,1,C,C,true,2911,
PT93-S3-Q09,deepseek/deepseek-r1,minimal,2,C,C,true,1430,
PT93-S3-Q09,deepseek/deepseek-r1,minimal,3,C,C,true,1373,
PT93-S3-Q10,deepseek/deepseek-r1,minimal,1,D,D,true,1106,
PT93-S3-Q10,deepseek/deepseek-r1,minimal,2,D,B,false,1638,
PT93-S3-Q10,deepseek/deepseek-r1,minimal,3,D,,false,0,terminated
PT93-S3-Q11,deepseek/deepseek-r1,minimal,1,A,A,true,12039,
PT93-S3-Q11,deepseek/deepseek-r1,minimal,2,A,A,true,1895,
PT93-S3-Q11,deepseek/deepseek-r1,minimal,3,A,A,true,1247,
PT93-S3-Q12,deepseek/deepseek-r1,minimal,1,D,D,true,1153,
PT93-S3-Q12,deepseek/deepseek-r1,minimal,2,D,D,true,1709,
PT93-S3-Q12,deepseek/deepseek-r1,minimal,3,D,D,true,1343,
PT93-S3-Q13,deepseek/deepseek-r1,minimal,1,E,E,true,1187,
PT93-S3-Q13,deepseek/deepseek-r1,minimal,2,E,E,true,1410,
PT93-S3-Q13,deepseek/deepseek-r1,minimal,3,E,E,true,1333,
PT93-S3-Q14,deepseek/deepseek-r1,minimal,1,A,A,true,1490,
PT93-S3-Q14,deepseek/deepseek-r1,minimal,2,A,A,true,1212,
PT93-S3-Q14,deepseek/deepseek-r1,minimal,3,A,A,true,1274,
PT93-S3-Q15,deepseek/deepseek-r1,minimal,1,C,,false,0,terminated
PT93-S3-Q15,deepseek/deepseek-r1,minimal,2,C,C,true,5975,
PT93-S3-Q15,deepseek/deepseek-r1,minimal,3,C,C,true,1304,
PT93-S3-Q16,deepseek/deepseek-r1,minimal,1,D,D,true,1323,
PT93-S3-Q16,deepseek/deepseek-r1,minimal,2,D,D,true,1353,
PT93-S3-Q16,deepseek/deepseek-r1,minimal,3,D,D,true,1737,
PT93-S3-Q17,deepseek/deepseek-r1,minimal,1,D,D,true,1636,
PT93-S3-Q17,deepseek/deepseek-r1,minimal,2,D,D,true,1512,
PT93-S3-Q17,deepseek/deepseek-r1,minimal,3,D,D,true,1247,
PT93-S3-Q18,deepseek/deepseek-r1,minimal,1,A,A,true,1962,
PT93-S3-Q18,deepseek/deepseek-r1,minimal,2,A,A,true,1196,
PT93-S3-Q18,deepseek/deepseek-r1,minimal,3,A,,false,1280,
PT93-S3-Q19,deepseek/deepseek-r1,minimal,1,D,D,true,1961,
PT93-S3-Q19,deepseek/deepseek-r1,minimal,2,D,D,true,1091,
PT93-S3-Q19,deepseek/deepseek-r1,minimal,3,D,D,true,1421,
PT93-S3-Q20,deepseek/deepseek-r1,minimal,1,B,B,true,1506,
PT93-S3-Q20,deepseek/deepseek-r1,minimal,2,B,B,true,1336,
PT93-S3-Q20,deepseek/deepseek-r1,minimal,3,B,B,true,1847,
PT93-S3-Q21,deepseek/deepseek-r1,minimal,1,C,C,true,1685,
PT93-S3-Q21,deepseek/deepseek-r1,minimal,2,C,C,true,1149,
PT93-S3-Q21,deepseek/deepseek-r1,minimal,3,C,C,true,1397,
PT93-S3-Q22,deepseek/deepseek-r1,minimal,1,D,D,true,1295,
PT93-S3-Q22,deepseek/deepseek-r1,minimal,2,D,D,true,1085,
PT93-S3-Q22,deepseek/deepseek-r1,minimal,3,D,D,true,1150,
PT93-S3-Q23,deepseek/deepseek-r1,minimal,1,B,C,false,1420,
PT93-S3-Q23,deepseek/deepseek-r1,minimal,2,B,B,true,1599,
PT93-S3-Q23,deepseek/deepseek-r1,minimal,3,B,,false,0,terminated
PT93-S3-Q24,deepseek/deepseek-r1,minimal,1,E,E,true,6097,
PT93-S3-Q24,deepseek/deepseek-r1,minimal,2,E,E,true,1154,
PT93-S3-Q24,deepseek/deepseek-r1,minimal,3,E,E,true,1245,
PT93-S3-Q25,deepseek/deepseek-r1,minimal,1,B,B,true,1184,
PT93-S3-Q25,deepseek/deepseek-r1,minimal,2,B,B,true,1244,
PT93-S3-Q25,deepseek/deepseek-r1,minimal,3,B,B,true,1271,